title,company,location,link
[Uptempo Global] 영상 영한 번역가 및 감수자,업템포글로벌,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=1e33a59d243aa450

시스템보안 담당자 채용,케이뱅크은행,서울 중학동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=e85487d0d81b009b

풀스텍 개발자 정규직 or 계약직,위고컴퍼니,서울 서초구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=f2779819a5fe4ab4

초등 코딩 온라인 강사,라라클래스,서울 양천구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=f9ea8ae74cbdcb10

Software Developer & Verification,Ericsson,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=7417ac528f0197f0

파이썬 개발자 초중급 이상,데이터앤솔루션,서울 서초구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=d158e683dc0b7500

유/초/중/고 코딩교재 개발 연구원,렌쥴리에듀테인먼트,서울 마포구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=bf646bbab7f7be96

국내 대기업 계열 석유화학회사 - 물류기획 (물류팀) 사원급,넥스트무브,서울 강남구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=7a9aa4f6f3f56aa8

FY2022 상반기 경력사원 채용[마이데이터 분석/ 운영],교보생명,서울 종로동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=f9f942ab2597aed6

IT 개발 총 책임자,핀후드,서울 성동구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=5fc53d8ce25c05f7

[인공지능기업] 머신러닝 병역특례 전문연구요원,머니브레인,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=28cb699ec609130e

(주)노르마 기업연구소 병역특례(전문연구요원) 인재영입,노르마,서울 성동구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=18177f6be900d4ef

부문 경력직 채용[물류 IT 시스템개발],현대글로비스,서울 역삼동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=be2dba4474b31974

산업/시장 리서치 경력직 채용,현대글로비스,서울 역삼동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=88c1336fe4fb78f8

Mechatronics Engineer,Bear Robotics,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=1bdbc9fac1968374

시스템보안 담당자 채용,케이뱅크,서울 을지로4가,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=69d07ad7e1b2ffb6

기술협력 신입/경력 정규직 채용,현대엔지비,서울 신림동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=95b3255099c06887

"Solutions Architect - AMAZON Web Services, Korea",Amazon Web Services Korea LLC,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=21ba056946e5abdf

파이썬SW 금융분야 특화 챗봇 개발 함께 할 엔지니어,파운트,서울 충정로역,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=ffd9cedb23e97344

Linux/임베디드 기반 보안 솔루션 개발자,노르마,서울 성동구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=cb3d3bf58ea0bf85

[인공지능기업] 머신러닝/딥러닝 엔지니어 경력,머니브레인,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=6d03e48e8e540074

"Lighthouse Signals Repository 데이터 엔지니어, 개발자 채용",삼정 KPMG,서울 강남구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=53d5f8f24e5cfca9

게임 사업분석 담당,NHN Bigfoot,성남 판교역,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=da5116cadc01dfb8

교육문화 경력직원 모집,현대로템,서울 양재동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=b98b490752820e4c

웹개발 및 서버개발자(AI) 신입/경력 정규직,큰사람커넥트,서울 구로구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=0a5d11a81d92e754

개발자,체인지포인트,서울 송파구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=412f4a4caf6af454

[우량 리서치 회사] 사회공공조사 리서처 3년 이상,그레이프 파트너즈,서울 서초구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=dd321c47deaeef06

"Research Scientist(뉴로사이언티스트, 서울)",LVIS,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=609db80064471eb8

Python Junior Backend Developer,Dable,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=39b4c349f0d85ecc

IT시스템 기획/관리 경력직 채용,현대글로비스,서울 역삼동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=efa53026ef4d6e9c

리서치본부 인덱스개발팀 경력 모집,NH투자증권,서울 여의도,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=58b8927efd793a57

국가마우스표현형분석사업단 자체직원,서울대학교,서울 관악구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=8054e1c1bee82d32

"방화역 코딩 파트강사 (난이도 쉬움, 대학생,휴학생 가능)",코딩라운지컴퓨터교습소,서울 강서구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=76223c7d928c08e9

아태권 신사업 개발 경력직 채용,현대글로비스,서울 역삼동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=a9e73bbe78a5b470

영미권 신사업 개발 경력직 채용,현대글로비스,서울 역삼동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=fc66035bf272a891

서버 개발자(Back-End),Success Korea,성남 판교역,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=7efc9034c7d09a29

"DB운영팀DB Control Tower/고객분석, DB운영 및 영업효율화 담당자(사원-과장급/정규직)",라이나생명,서울 공평동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=b15dea62c7d92802

"[유아부/초등부] 로봇, 코딩 수업 선생님",로보티즈키즈랩 노원학원,서울 노원구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=9ae3e7bbc49036cb

방화역 코딩 강사,코딩라운지컴퓨터교습소,서울 강서구,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=6921084ca77ac5d6

"신입 3,8004,500만원 인공지능 S/W 개발자",뉴로컴즈,서울 도화동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=70830b2ee658b5d0

물류 컨설팅 (PI) 경력직 채용,현대글로비스,서울 역삼동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=50dadd47598b5c67

[유로지스넷] 신입/경력사원 채용,로지스올,서울 도화동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=49636446775082f1

"Machine Learning Engineer(머신런닝 엔지니어, 서울)",LVIS,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=2b9671772c132efa

AI 신약개발 플랫폼 풀 스택 개발자 PM급,에이치알 코리아,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=e46f27e822590242

사내시스템 운영 및 개발 경력사원 모집,GS ITM,서울 재동,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=58ac8db799334422

Solutions Architect II - AWS,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/jobs?q=%ED%8C%8C%EC%9D%B4%EC%8D%AC&l=%EC%84%9C%EC%9A%B8&vjk=a8a6250f183b2907

